00,0.00,0.00,0.00,0.00
00,0.00,0.00,0.00,0.00
00,0.00,0.00,0.00,0.00
00,0.00,0.00,0.00,0.00
00,0.00,0.00,0.00,0.00
00,0.00,0.00,0.00,0.00
00,0.00,0.00,0.00,0.00
00,0.00,0.00,0.00,0.00
00,0.00,0.00,0.00,0.00
00,0.00,0.00,0.00,0.00
-0.54,0.14,1.04,1.19,0.21
-0.54,0.14,1.04,1.19,0.21
-0.54,0.14,1.04,1.19,0.21
-0.54,0.14,1.04,1.19,0.21
-0.54,0.14,1.04,1.19,0.21
-0.55,0.14,1.04,1.18,0.21
-0.55,0.14,1.04,1.18,0.21
-0.55,0.14,1.04,1.18,0.21
-0.55,0.14,1.04,1.18,0.21
-0.55,0.14,1.04,1.18,0.21
-0.56,0.15,1.04,1.19,0.21
-0.56,0.15,1.04,1.19,0.21
-0.56,0.15,1.04,1.19,0.21
-0.56,0.15,1.04,1.19,0.21
-0.56,0.15,1.04,1.19,0.21
-0.57,0.14,1.04,1.20,0.21
-0.57,0.14,1.04,1.20,0.21
-0.57,0.14,1.04,1.20,0.21
-0.57,0.14,1.04,1.20,0.21
-0.57,0.14,1.04,1.20,0.21
-0.57,0.15,1.03,1.19,0.20
-0.57,0.15,1.03,1.19,0.20
-0.57,0.15,1.03,1.19,0.20
-0.57,0.15,1.03,1.19,0.20
-0.57,0.15,1.03,1.19,0.20
-0.57,0.14,1.04,1.20,0.20
-0.57,0.14,1.04,1.20,0.20
-0.57,0.14,1.04,1.20,0.20
-0.57,0.14,1.04,1.20,0.20
-0.57,0.14,1.04,1.20,0.20
-0.56,0.15,1.06,1.21,0.21
-0.56,0.15,1.06,1.21,0.21
-0.56,0.15,1.06,1.21,0.21
-0.56,0.15,1.06,1.21,0.21
-0.56,0.15,1.06,1.21,0.21
-0.59,0.15,1.07,1.23,0.21
-0.59,0.15,1.07,1.23,0.21
-0.59,0.15,1.07,1.23,0.21
-0.59,0.15,1.07,1.23,0.21
-0.59,0.15,1.07,1.23,0.21
-0.57,0.15,1.04,1.19,0.21
-0.57,0.15,1.04,1.19,0.21
-0.57,0.15,1.04,1.19,0.21
-0.57,0.15,1.04,1.19,0.21
-0.57,0.15,1.04,1.19,0.21
-0.57,0.14,1.06,1.21,0.21
-0.57,0.14,1.06,1.21,0.21
-0.57,0.14,1.06,1.21,0.21
-0.57,0.14,1.06,1.21,0.21
-0.57,0.14,1.06,1.21,0.21
-0.56,0.15,1.04,1.19,0.21
-0.56,0.15,1.04,1.19,0.21
-0.56,0.15,1.04,1.19,0.21
-0.56,0.15,1.04,1.19,0.21
-0.56,0.15,1.04,1.19,0.21
-0.60,0.15,1.04,1.22,0.20
-0.60,0.15,1.04,1.22,0.20
-0.60,0.15,1.04,1.22,0.20
-0.60,0.15,1.04,1.22,0.20
-0.60,0.15,1.04,1.22,0.20
-0.57,0.14,1.08,1.23,0.22
-0.57,0.14,1.08,1.23,0.22
-0.57,0.14,1.08,1.23,0.22
-0.57,0.14,1.08,1.23,0.22
-0.57,0.14,1.08,1.23,0.22
-0.60,0.16,1.07,1.24,0.21
-0.60,0.16,1.07,1.24,0.21
-0.60,0.16,1.07,1.24,0.21
-0.60,0.16,1.07,1.24,0.21
-0.60,0.16,1.07,1.24,0.21
-0.61,0.16,1.10,1.27,0.21
-0.61,0.16,1.10,1.27,0.21
-0.61,0.16,1.10,1.27,0.21
-0.61,0.16,1.10,1.27,0.21
-0.61,0.16,1.10,1.27,0.21
-0.61,0.17,1.10,1.27,0.22
-0.61,0.17,1.10,1.27,0.22
-0.61,0.17,1.10,1.27,0.22
-0.61,0.17,1.10,1.27,0.22
-0.61,0.17,1.10,1.27,0.22
-0.65,0.19,1.15,1.34,0.23
-0.65,0.19,1.15,1.34,0.23
-0.65,0.19,1.15,1.34,0.23
-0.65,0.19,1.15,1.34,0.23
-0.65,0.19,1.15,1.34,0.23
-0.72,0.21,1.23,1.44,0.24
-0.72,0.21,1.23,1.44,0.24
-0.72,0.21,1.23,1.44,0.24
-0.72,0.21,1.23,1.44,0.24
-0.72,0.21,1.23,1.44,0.24
-0.72,0.23,1.26,1.47,0.26
-0.72,0.23,1.26,1.47,0.26
-0.72,0.23,1.26,1.47,0.26
-0.72,0.23,1.26,1.47,0.26
-0.72,0.23,1.26,1.47,0.26
-0.72,0.24,1.28,1.49,0.27
-0.72,0.24,1.28,1.49,0.27
-0.72,0.24,1.28,1.49,0.27
-0.72,0.24,1.28,1.49,0.27
-0.72,0.24,1.28,1.49,0.27
-0.76,0.28,1.35,1.58,0.29
-0.76,0.28,1.35,1.58,0.29
-0.76,0.28,1.35,1.58,0.29
-0.76,0.28,1.35,1.58,0.29
-0.76,0.28,1.35,1.58,0.29
-0.77,0.25,1.42,1.64,0.31
-0.77,0.25,1.42,1.64,0.31
-0.77,0.25,1.42,1.64,0.31
-0.77,0.25,1.42,1.64,0.31
-0.77,0.25,1.42,1.64,0.31
-0.76,0.29,1.40,1.62,0.31
-0.76,0.29,1.40,1.62,0.31
-0.76,0.29,1.40,1.62,0.31
-0.76,0.29,1.40,1.62,0.31
-0.76,0.29,1.40,1.62,0.31
-0.68,0.27,1.41,1.59,0.33
-0.68,0.27,1.41,1.59,0.33
-0.68,0.27,1.41,1.59,0.33
-0.68,0.27,1.41,1.59,0.33
-0.68,0.27,1.41,1.59,0.33
-0.70,0.31,1.38,1.57,0.33
-0.70,0.31,1.38,1.57,0.33
-0.70,0.31,1.38,1.57,0.33
-0.70,0.31,1.38,1.57,0.33
-0.70,0.31,1.38,1.57,0.33
-0.64,0.39,1.22,1.43,0.32
-0.64,0.39,1.22,1.43,0.32
-0.64,0.39,1.22,1.43,0.32
-0.64,0.39,1.22,1.43,0.32
-0.64,0.39,1.22,1.43,0.32
-0.49,0.42,1.22,1.38,0.39
-0.49,0.42,1.22,1.38,0.39
-0.49,0.42,1.22,1.38,0.39
-0.49,0.42,1.22,1.38,0.39
-0.49,0.42,1.22,1.38,0.39
-0.64,0.55,1.12,1.41,0.34
-0.64,0.55,1.12,1.41,0.34
-0.64,0.55,1.12,1.41,0.34
-0.64,0.55,1.12,1.41,0.34
-0.64,0.55,1.12,1.41,0.34
-0.61,0.63,1.14,1.43,0.38
-0.61,0.63,1.14,1.43,0.38
-0.61,0.63,1.14,1.43,0.38
-0.61,0.63,1.14,1.43,0.38
-0.61,0.63,1.14,1.43,0.38
-0.48,0.65,1.15,1.40,0.44
